genre,enteredCharts,twitterFollowers,artistSongs,labelSongs,daysAfterRelease
House,0,35,32,404,24
Electro House,0,7419,16,435,13
House,0,211,283,1105,6
House,0,31899,343,565,6
Deep House,1,107,106,106,57
Progressive House,0,24,142,1214,13
House,0,530,11,8,16
Deep House,0,615,18,9,20
Deep House,0,2185,5,224,10
House,0,2612,4,52,9
Electro House,0,10616,29,17,6
House,0,1388,166,2963,26
Trance,0,183,9,52,9
Trance,0,4767,462,351,2
Trance,0,2069,52,1108,23
Techno,1,8096,80,622,51
House,0,439,1111,1105,9
Trance,0,3285,36,105,16
Dubstep,0,400,14,78,3
House,0,398,23,197,5
Trance,0,9952,164,1017,16
Progressive House,1,40532,226,978,37
Trance,0,26454,221,3694,23
Progressive House,0,204669,1,3068,16
Electro House,0,774,292,17,4
Trance,1,337,14,72,51
House,0,1388,166,16231,4
Techno,0,21,19,317,11
Deep House,0,48,29,498,13
Trance,0,114773,616,9110,20
Progressive House,0,1020,61,1214,13
Trance,0,2883,2,1030,2
Deep House,0,8753,225,148,6
Trance,0,134,25,25,2
Techno,0,397,246,123,23
House,0,295,93,1032,7
Progressive House,0,9,67,571,6
Electro House,0,1671,40,4689,34
Trance,0,26454,221,3694,23
Progressive House,0,1911,8,2,34
Trance,1,2488,229,8,37
Techno,0,3270,97,1444,34
Progressive House,0,622,68,340,30
Techno,1,251,23,396,2
Trance,0,51204,130,1108,16
Deep House,0,42,49,191,9
Trance,0,153553,25,1030,2
House,0,78,528,153,16
House,0,918,2133,430,6
House,0,887,32,69,30
Deep House,0,154,221,180,17
House,0,2684,9,293,12
Deep House,0,328,26,293,12
Progressive House,0,1110,22,62,9
Dubstep,1,26862,77,4689,24
Deep House,0,95,63,195,17
House,0,5961,419,1425,13
House,0,531,93,27,18
House,0,471,97,560,17
House,0,63,6,15,13
Trance,0,189,10,1108,9
House,0,13,137,1032,13
House,0,142,9,1621,16
Deep House,0,101,4,130,16
Electro House,0,1911,8,2,34
Electro House,0,6114,41,3694,13
House,0,101,134,1030,2
Deep House,0,17,60,64,13
Deep House,0,110,1,146,16
Techno,0,581,155,6,16
Trance,0,5913,224,1108,9
Dubstep,0,29,48,1,6
Trance,0,2,65,404,2
Techno,0,4811,379,265,2
Deep House,0,127,46,224,17
Progressive House,0,19146,158,992,16
Deep House,0,74,41,293,8
House,0,362,42,4,16
House,0,1388,166,179,33
Electro House,0,10612,203,2572,16
Deep House,0,725,75,650,13
Deep House,0,28,39,393,9
Techno,0,644,152,361,16
Electro House,0,578,13,88,16
Techno,0,7279,192,1093,23
Techno,1,5471,84,104,5
Techno,0,43,22,56,16
Progressive House,0,8930,13,435,6
Progressive House,0,450,336,650,20
Deep House,0,239,9,11,11
Progressive House,0,362,52,1,25
Trance,0,1,37,332,6
House,0,957,43,1,32
Techno,0,45869,135,194,16
Trance,0,1,20,19,16
House,0,1211,26,17,6
House,0,3774,300,3241,4
Trance,0,145,72,1680,13
Trance,0,21673,570,3827,20
Deep House,0,1517,7,30,13
Dubstep,1,148531,24,47,15
Progressive House,0,5,20,135,16
Techno,1,7733,47,514,65
Trance,0,24365,401,1017,30
Deep House,0,2526,117,1416,6
Deep House,0,101,4,130,16
Techno,0,169,1193,58,16
Deep House,0,9,42,320,6
House,0,1559,700,2963,26
Electro House,0,1409,30,392,13
Deep House,0,2651,40,30,31
Trance,0,2102,155,1680,13
House,0,600,371,1032,7
Trance,0,66,9,6,16
House,0,5716,7,6,2
Techno,0,1153,39,1041,27
House,0,1567,131,151,16
Deep House,1,97683,122,347,30
Deep House,0,799,27,34,2
Techno,0,20,127,48,26
Electro House,1,1039,47,85,58
Techno,1,33690,161,489,30
Trance,0,133,22,47,2
Electro House,0,1077,15,17,6
Deep House,0,145,44,650,30
Techno,0,4728,28,2,30
House,0,92,38,136,9
Trance,0,82,57,375,12
Techno,0,54,31,176,16
House,0,869,11,385,13
Deep House,0,48,26,19,11
Techno,1,3271,97,154,44
Techno,0,1,12,928,3
House,0,1,93,904,2
Progressive House,0,215029,602,9110,6
Electro House,1,69858,264,51,47
Deep House,0,397,69,154,14
Deep House,0,743,38,68,30
Techno,0,414,54,436,23
House,0,241,245,146,12
House,0,2228,104,160,13
House,0,1,68,68,6
House,0,18294,27,79,23
Techno,1,6219,448,12,2
Electro House,0,1572,30,66,3
Electro House,1,4539,27,380,37
House,0,360,134,1107,7
Progressive House,1,33455,30,279,37
Techno,0,2,165,331,2
Techno,0,33527,16,18,2
House,0,38,8,204,9
Progressive House,0,257,499,1680,20
House,0,30203,1926,5809,11
Electro House,0,23,25,12,18
House,0,46797,1626,1446,9
Deep House,1,668,9,229,16
House,0,133,2,38,2
Electro House,0,12685,1,1,37
Trance,0,806,138,3694,9
Trance,0,24365,401,1017,23
Techno,0,441,443,29,27
Progressive House,0,17,15,2,9
Progressive House,0,210,116,24,20
Techno,1,988,274,383,27
Progressive House,0,947,138,340,2
Trance,0,1649,251,3068,16
House,1,173,13,2572,30
Deep House,0,1384,60,1171,20
Techno,0,127,46,91,5
Trance,0,92,139,1680,13
Electro House,0,598982,226,992,22
House,0,426,567,119,2
House,0,467,244,1032,25
Electro House,0,242,53,278,21
Dubstep,1,215673,65,53,9
Progressive House,1,87132,105,161,9
House,0,8361,189,1071,10
House,0,2,38,179,2
Techno,0,257,20,256,2
Progressive House,0,23,7,2,9
Techno,0,7279,192,167,20
Trance,0,60,2,9,2
Techno,0,19922,196,153,31
Techno,0,39,66,273,25
Electro House,0,180,35,319,2
House,0,652,220,269,2
House,0,6,45,435,19
Progressive House,0,4206,163,340,30
Electro House,0,6144,11,1,38
Trance,0,3286,176,46,9
Techno,0,3126,115,19,26
Electro House,0,9930,92,428,9
Electro House,0,20136,502,747,2
Techno,0,5095,176,89,16
Trance,0,908,117,1680,13
Deep House,0,78,45,11,30
Dubstep,1,6378,17,201,38
Progressive House,0,286,3,42,16
House,0,5,362,855,20
Deep House,0,174,40,1032,5
Electro House,0,134390,422,120,20
Techno,0,136,10,1867,6
Trance,1,485,32,352,23
Trance,0,693,721,1680,13
House,0,92,29,6207,10
Electro House,0,168,117,392,6
Progressive House,1,890,6,38,9
Electro House,0,44301,28,1680,20
Techno,0,16,32,156,15
Techno,0,1362,97,377,23
Progressive House,0,24,39,129,9
House,0,12909,71,171,35
Progressive House,0,421,61,525,20
Techno,0,518,1,57,3
Deep House,0,32,71,8,2
Progressive House,0,924,7,1680,13
House,0,16,206,1413,3
Techno,0,115,27,11,20
Deep House,1,9702,27,4689,59
Techno,0,10751,162,206,9
Techno,0,4795,67,37,9
Techno,0,40,26,15,17
Progressive House,0,160,299,268,20
Electro House,0,578,13,88,16
Deep House,0,39903,69,154,22
Techno,1,8190,45,65,44
Deep House,0,13,19,1,5
Techno,1,1579,80,555,30
House,0,7049,711,1032,26
House,0,3718,508,5809,0
Techno,0,548,7,31,2
Deep House,0,27,51,1444,27
Electro House,0,11408,36,560,12
House,0,1078,133,91,13
House,0,636,148,179,27
Techno,0,17645,61,198,4
Trance,0,58,290,52,23
House,0,918,2133,430,6
Deep House,0,461,98,151,27
House,0,1559,700,2112,9
Deep House,0,30203,1926,1308,2
Techno,0,92,34,6,23
House,0,353482,117,992,16
Deep House,0,293,98,21,19
Electro House,0,46,432,16231,6
House,0,1559,700,179,5
Progressive House,0,11,12,129,2
House,0,6,591,1786,6
House,0,512,85,228,9
Deep House,0,86,51,32,25
Trance,1,174,2,24,2
House,0,154,221,180,6
House,0,29,79,173,10
Electro House,0,531,20,2572,16
House,0,2018,182,57,32
Progressive House,0,632,21,16231,0
Electro House,0,30,525,70,25
Progressive House,0,238,133,904,16
Techno,0,2251,7,339,0
Trance,0,21127,268,6,2
House,0,199,226,159,16
Dubstep,0,29,48,1,6
Progressive House,0,199143,480,3282,33
Deep House,0,23651,44,82,23
Electro House,0,4418,28,392,13
Techno,0,4728,28,36,24
House,0,406,196,51,24
Progressive House,0,8596417,46,992,22
Trance,0,7437,13,1017,9
Electro House,0,7070,10,9,34
Deep House,0,24,172,1108,16
Progressive House,0,7958,497,16231,3
House,0,247,168,5809,0
Electro House,0,1110,22,47,19
Progressive House,0,450,336,650,19
Deep House,0,227,49,117,14
Progressive House,0,2529,115,91,17
Techno,0,2531,27,91,5
Trance,0,62638,472,3694,2
Techno,0,628,84,361,9
House,0,1842,130,1037,27
House,0,6793,17,13,3
House,0,4156,25,21,24
House,0,1388,166,2112,9
Progressive House,0,7,178,1680,20
House,0,4726,67,98,2
Techno,0,2276,859,78,12
Electro House,0,46,432,1071,3
Progressive House,0,154,221,180,11
Trance,0,1057,239,1249,30
Trance,0,1123,202,105,2
Deep House,0,417,133,7,23
House,0,4,122,17,6
House,0,17179,516,380,34
Techno,0,33,62,57,2
Techno,0,11787,39,91,17
Deep House,0,89,43,93,23
Trance,0,9952,164,1108,9
House,0,600,371,16231,0
Techno,0,3890,357,638,16
Progressive House,0,11736,654,2963,17
Progressive House,0,1072,56,1214,20
House,0,136692,455,183,13
Trance,1,88965,151,470,23
Progressive House,0,430,71,135,23
Progressive House,0,11736,654,5809,7
Deep House,0,1219,60,52,24
House,0,82521,324,1032,13
Techno,0,56,55,28,12
Deep House,0,234,16,305,11
Deep House,0,786,4,10,30
Techno,0,862,163,144,23
Techno,0,433,18,35,2
Electro House,1,62,30,348,44
House,0,397,125,3282,13
Trance,0,1580,47,31,31
Electro House,0,1659,33,3694,23
Progressive House,0,118,1,4689,3
Deep House,1,266,1,446,44
Techno,0,153,6,58,10
Trance,0,523,286,3694,23
Progressive House,0,3369,9,781,16
House,0,255,82,53,10
Trance,0,1374,20,9110,20
House,0,170,82,719,9
Techno,0,85,67,1319,9
House,0,43,12,7,10
Electro House,0,185,434,171,6
House,0,497,165,280,6
Progressive House,0,43,9,1032,6
Dubstep,0,349,13,2,13
House,0,2905,90,108,31
Progressive House,0,1261,90,205,23
Techno,0,42,113,198,4
Trance,0,60436,231,1053,38
Progressive House,0,4206,163,135,23
Deep House,0,188,202,120,24
Deep House,1,323,17,8,41
Deep House,0,2777,184,320,6
Progressive House,0,21,10,45,12
Trance,0,848,130,219,37
Techno,0,228,204,1041,16
House,0,286,197,163,6
Techno,0,3732,129,3,2
House,0,82,48,210,13
Techno,0,618,99,13,12
Deep House,0,12458,61,49,3
Trance,1,2396,31,55,9
Progressive House,0,431,91,1030,2
House,1,3333,25,1676,37
Electro House,1,9673,23,10,16
Progressive House,0,4,130,26,4
House,0,51,44,1030,2
Techno,0,243,69,59,19
Trance,0,1649,251,5,23
House,0,383,82,98,2
Techno,0,654,109,21,23
Techno,0,506,105,25,13
Trance,0,21673,570,9110,20
Trance,0,11907,173,224,34
Progressive House,1,4837,116,571,48
Progressive House,0,123,17,3068,2
Deep House,0,199,226,8,9
Techno,0,7627,52,1867,13
Deep House,0,1568,48,2206,13
Trance,1,6241,229,58,44
Progressive House,0,523,23,3241,7
House,0,1173,2,3,2
House,0,5117,152,25,27
House,0,1057,187,3282,14
House,0,67,57,7,14
House,0,11,30,1071,10
Trance,0,2311,23,5,23
Techno,0,119,57,1308,3
Techno,0,121,42,331,30
House,0,37,54,1105,13
Progressive House,0,605,73,904,2
Techno,0,30,23,564,13
House,0,154,221,180,25
Deep House,0,1512,86,41,13
House,0,4253,5,5809,4
Techno,0,9719,15,106,10
House,0,43,45,173,10
House,0,3436,44,16231,21
Progressive House,0,118,857,58,6
Trance,0,1373,151,3068,2
Deep House,0,199,27,17,6
Trance,0,9858,76,401,9
Techno,0,57505,33,51,31
Deep House,1,17023,113,36,58
Trance,0,27,153,128,20
House,0,82521,324,1105,16
Progressive House,0,28,76,70,5
Techno,0,125,101,56,16
Techno,0,4244,180,34,16
Deep House,0,145,44,549,16
Techno,0,7621,55,64,16
Techno,0,149,6,25,2
Trance,0,215029,602,9110,6
House,0,4,122,17,6
Progressive House,0,186,17,1680,20
House,0,95,63,79,16
House,0,3088,183,120,18
Progressive House,0,123,43,66,16
Progressive House,1,19839,780,136,37
Deep House,0,129,150,2963,17
Trance,1,1316727,246,4689,9
House,0,4407,6,3,24
House,0,10154,158,107,27
Trance,0,2658,78,41,30
Trance,0,1057,239,52,9
House,0,19,258,213,6
Progressive House,0,372,8,10,16
House,1,304,80,5,51
Progressive House,1,45,7,226,37
Deep House,0,554,5,7,16
Electro House,0,146,33,29,16
Electro House,1,33,15,46,30
Deep House,0,7047,13,5,4
Electro House,0,1820,17,17,11
Deep House,0,7021,143,244,32
Progressive House,0,6853,243,179,33
Progressive House,0,53,740,38,32
Deep House,0,679,10,293,8
Progressive House,0,3403,18,124,12
House,0,14380,74,25,23
Electro House,0,17093,38,11,6
Electro House,1,1591,5,104,2
Progressive House,1,2982,662,22,9
Deep House,0,507,45,18,2
Trance,0,1259,340,3694,13
Progressive House,0,287,27,340,16
House,1,33455,30,279,9
Techno,0,19922,196,153,31
Trance,0,23600,139,219,16
Techno,1,6090,79,489,30
Electro House,0,1045,17,1670,6
Deep House,0,1738,1,23,10
House,0,29,154,1032,12
Trance,1,49626,414,7,48
House,0,635,158,4,23
Techno,0,44,82,19,9
Techno,0,1687,38,1041,13
Deep House,0,188,202,120,16
Deep House,0,1228,753,149,12
Electro House,0,1820,17,17,11
Trance,1,2439,47,160,37
House,0,1524,100,15,10
Progressive House,0,16316,463,16231,0
House,0,425,430,76,29
House,0,17,60,3241,16
Dubstep,1,16,25,25,9
Techno,0,1260,168,181,23
Electro House,0,770,42,1680,20
Progressive House,0,152,14,904,2
Trance,0,183,9,1249,30
House,0,5328,110,2963,26
Trance,0,206,86,422,23
Techno,0,361,106,20,13
Trance,1,298,7,1053,2
Trance,0,470,22,22,13
Deep House,0,700,144,59,13
House,0,1304,541,85,19
Trance,0,2091,199,3694,13
Trance,0,2658,78,90,16
Progressive House,0,854,32,435,18
Trance,0,368,9,430,16
House,0,1460,925,16231,4
Deep House,0,48162,546,1621,16
House,0,5,362,855,13
Deep House,0,158,36,1032,3
Deep House,0,717,218,21,19
Progressive House,0,680,117,1680,13
Trance,0,1,64,128,20
Progressive House,0,69852,40,4689,3
Deep House,0,242,53,161,6
Techno,0,490,98,413,23
Progressive House,0,34380,305,16231,18
Techno,0,558,188,1319,9
Progressive House,0,1911,8,2,34
Electro House,0,2883,41,392,20
Electro House,0,151,12,133,15
House,0,106,57,1032,27
Trance,0,1329,60,351,16
House,0,154,221,180,16
House,0,522,17,1214,13
Techno,0,213,14,89,16
Techno,0,1362,97,706,16
Deep House,0,38334,442,179,3
Trance,0,16407,463,1017,2
Trance,0,38846,513,9110,20
Techno,0,1232,85,15,30
Techno,0,233,16,928,3
Deep House,0,1492,23,17,6
Deep House,0,3433,224,182,16
House,0,51,29,2112,5
Trance,0,67853,418,9110,6
Trance,0,701,75,3694,9
Techno,0,28,14,3,8
House,0,90,195,106,10
Techno,0,25,29,339,0
Deep House,0,858,397,117,16
Trance,0,11384,107,9110,20
Deep House,0,104,29,198,13
Deep House,0,963,13,198,13
House,0,232,74,1032,26
Deep House,0,942544,32,96,23
Techno,0,6,47,6,9
Techno,0,8256,80,390,16
House,0,6,602,34,6
Electro House,0,64,58,319,2
Progressive House,0,167,30,435,6
Trance,1,22933,313,129,9
House,0,2192,431,743,26
Deep House,0,82,115,79,26
House,0,43,12,7,10
Deep House,0,14380,74,3282,27
Techno,0,44,82,525,4
Techno,0,80287,72,324,11
House,0,1,226,213,6
Electro House,0,257,499,1680,13
Techno,0,604,52,167,20
Progressive House,0,425,4,107,16
House,0,525,19,29,2
Electro House,0,30351,17,560,10
Electro House,0,493,54,319,2
House,0,91,38,711,7
Progressive House,0,218,740,571,6
Electro House,0,1339,37,26,27
Progressive House,0,6114,41,435,17
Deep House,0,169,23,305,8
House,0,185,143,17,6
Deep House,0,43,50,37,5
Dubstep,0,2,46,107,16
Progressive House,0,2383,20,435,6
House,0,98,272,1105,20
Techno,0,1,61,198,9
Techno,1,1406,94,731,65
Trance,0,142,70,1680,13
House,0,3032,70,347,12
Techno,0,12,220,1041,9
Progressive House,1,47311,22,161,41
House,0,1388,166,2963,6
Techno,0,5330,278,317,11
Trance,0,568,131,635,30
Progressive House,0,1056,124,1680,13
Deep House,0,2537,128,68,30
Trance,0,3221,35,3068,16
Techno,0,737,60,8,9
House,0,971,17,58,31
Trance,1,170,41,352,30
House,0,154,221,180,16
Trance,0,394772,492,3694,9
House,0,167,74,109,6
House,0,85,20,385,13
Trance,0,716,121,352,25
House,0,80,24,855,20
Techno,0,1094,676,317,11
Trance,0,470018,401,4689,34
House,0,304,10,153,16
Deep House,0,62,5,1,7
Trance,0,15836,177,1053,3
Progressive House,0,9930,92,781,23
Electro House,0,42,37,747,6
House,0,918,2133,85,19
Techno,0,3543,273,126,9
Techno,1,113809,111,49,3
Trance,0,22932,313,351,16
House,0,717,79,27,17
Techno,1,256,22,622,44
House,0,27,32,1032,7
House,0,45,67,3241,13
Techno,0,345,76,1867,13
Progressive House,0,768,30,340,16
House,0,255,28,480,23
House,0,1055,1,3241,10
Techno,0,1232,85,15,16
Progressive House,0,669,265,340,2
House,0,924,311,6,30
Techno,0,1791,113,87,8
House,0,159672,135,45,9
Trance,0,15789,280,52,37
Progressive House,0,31298,479,120,16
Progressive House,1,291,88,413,51
House,0,33,58,47,2
Techno,0,1308,69,198,4
Deep House,1,9125,63,23,16
House,0,18,4,5,12
Progressive House,0,1071,111,120,18
Deep House,0,29,77,4058,4
House,0,1559,700,5809,11
Trance,0,9121,63,156,10
Trance,1,1058,239,255,23
Electro House,0,6570,8,107,16
Progressive House,1,1764,41,43,37
Techno,0,1010,174,85,16
Techno,0,4374,34,96,23
Trance,0,4666,42,430,16
Progressive House,0,1261,90,90,2
House,0,201,25,93,23
Trance,0,2364,73,219,37
Electro House,0,11,120,178,2
Electro House,0,63,6,22,2
Techno,1,895,280,349,58
House,0,140,18,459,16
Deep House,0,3694,156,303,9
Trance,0,601,32,3827,13
Trance,0,2091,199,350,9
Deep House,0,1410,45,44,13
Dubstep,0,11579,18,7,23
Trance,0,5543,192,351,2
Techno,0,3,60,11,18
House,0,98,22,347,13
Trance,0,7,36,78,14
Techno,1,4796,67,390,16
House,0,2872,275,5809,25
Deep House,1,1182,135,1676,58
Progressive House,0,12823,26,71,9
Deep House,0,354,16,7,2
House,0,918,2133,86,16
Deep House,0,1076,132,31,9
Deep House,0,173,43,225,23
Techno,1,3733,129,141,30
Deep House,0,1410,45,47,30
Techno,0,2544,12,1036,20
Deep House,0,325,15,627,11
Trance,0,1528,96,351,30
Techno,0,6218,448,167,20
Progressive House,0,662,63,91,17
Electro House,0,34,29,1030,2
Trance,0,16496,238,1017,9
House,0,52215,643,638,16
Deep House,0,144,19,117,2
Progressive House,0,199143,480,16231,0
Deep House,0,16,22,355,2
Deep House,0,8255,48,47,16
Deep House,0,278,125,565,6
Techno,1,3271,97,105,16
Techno,0,17501,23,179,19
House,0,47,22,21,24
Deep House,0,6900,113,89,2
Electro House,0,22896,86,151,16
Trance,0,108,300,781,16
Techno,0,3,203,53,9
Deep House,0,81,7,719,20
Trance,0,6225,91,3694,9
Deep House,0,102,197,5809,17
House,0,35469,120,46,31
Trance,0,1114,51,401,9
Progressive House,0,351,41,1413,16
Progressive House,0,7041,66,29,24
Trance,0,29,79,342,9
House,0,409,153,2206,20
Progressive House,0,204,26,20,23
Electro House,0,398,19,1,23
Trance,0,638,44,216,9
Trance,0,68,15,3694,9
House,0,6,602,855,20
Progressive House,0,15439,40,233,13
Deep House,0,319,245,47,2
Dubstep,1,32522,39,7,44
House,0,140,18,459,16
House,0,10,30,163,6
Trance,0,2981,662,30,9
Techno,0,1402,69,1041,9
Trance,0,28395,575,52,37
House,0,106,259,120,20
Progressive House,0,1267,174,70,6
Electro House,0,64,58,319,2
House,0,1076,132,1308,27
Deep House,0,2,74,340,2
House,0,3090,206,98,16
Techno,0,87,518,1867,6
Dubstep,1,1,94,1,51
Techno,0,13,13,23,17
Trance,0,27,153,351,2
Electro House,0,1069,94,133,4
Progressive House,0,190,55,435,13
Dubstep,0,502,18,4,26
Progressive House,0,26,25,2572,16
House,0,1559,700,3241,10
Deep House,0,284,37,164,2
Trance,0,75,121,52,9
Electro House,0,9,94,295,15
Progressive House,0,173021,222,71,9
Deep House,0,4,19,377,9
Trance,0,214,122,1425,20
Trance,0,22932,313,129,9
Techno,0,179,28,5,12
Deep House,0,4283,6,850,30
House,0,23790,150,3282,12
House,0,414,19,347,12
Deep House,0,507,263,5809,18
Progressive House,0,1487,22,56,26
Progressive House,0,20136,502,747,6
Deep House,0,17409,42,67,31
Progressive House,0,1056,124,1680,20
Progressive House,0,24,142,1214,20
Trance,0,480,209,1108,9
Deep House,0,14260,68,278,22
Techno,0,886,105,141,7
Progressive House,0,257,499,1680,13
House,1,7574,248,209,5
House,0,12076,46,29,24
Deep House,0,294,45,6,15
House,0,17285,132,1030,27
Electro House,0,81,35,120,24
House,0,1069,94,133,4
Progressive House,1,143,22,2,9
Trance,0,22932,313,3068,16
House,0,64,115,1032,13
Electro House,0,2855,136,248,2
Dubstep,1,16,25,25,23
Techno,0,273,36,32,7
Trance,0,60,2,9,2
House,0,1517,7,109,3
Progressive House,0,260,82,93,16
Trance,0,433,239,707,20
Progressive House,0,1020,61,1214,20
Progressive House,0,2604,52,17,0
Deep House,0,39903,69,172,6
Progressive House,0,3818,115,340,23
Electro House,0,2043,1,136,9
Deep House,0,1424,62,5809,12
House,0,273,1,5,2
Progressive House,0,1783,173,1032,6
Progressive House,1,38,29,6,9
Electro House,0,9308,85,60,9
Techno,0,466460,32,110,12
Trance,1,1058,239,52,58
Progressive House,0,648,24,435,17
House,0,55669,197,257,16
Trance,0,26574,48,2,18
Deep House,0,59,23,719,6
House,0,211,8,1,9
Trance,1,7070,92,470,51
House,0,918,2133,376,16
House,0,50,160,2112,16
House,0,166,39,2963,3
Techno,0,5,35,84,9
Deep House,0,65,44,121,16
House,0,720,7,4689,31
Trance,0,262,9,351,16
House,0,813,817,16231,20
House,0,957,43,27,24
Techno,0,510,303,206,9
Techno,0,2,95,361,9
Deep House,0,2910,93,39,10
House,0,16489,322,2963,29
House,0,4692,67,16231,4
Techno,0,35,84,1041,6
Progressive House,0,161,8,233,13
Techno,0,1179,11,8,9
Techno,0,1650,77,44,6
Electro House,0,162,121,16231,11
Deep House,0,1323,8,11,30
Techno,0,990,150,50,31
Progressive House,0,1464,149,120,18
Deep House,0,39468,98,525,18
Techno,0,76,211,32,9
Techno,0,233,257,13,12
Techno,0,6162,169,17,13
Deep House,1,69,54,347,37
Techno,1,80630,201,125,37
Progressive House,0,3151,30,3694,23
Electro House,1,23284,155,8,9
Techno,0,860,3,20,9
Trance,0,2488,84,3694,9
Techno,0,1847,9,1308,3
House,0,3718,508,5809,5
Deep House,0,32,71,8,9
Electro House,0,33,36,146,6
Progressive House,0,2220,211,340,2
House,0,1095,137,5809,0
House,0,17179,516,66,13
Deep House,0,8,197,67,12
Deep House,0,149,483,1071,24
Electro House,1,1138,516,30,2
Trance,0,415,58,106,5
House,0,2226,3,347,12
Trance,0,24365,401,1017,30
Trance,0,257,499,1680,13
Progressive House,0,15360,541,48,34
House,0,1227,42,36,5
Deep House,0,6138,64,1171,9
Electro House,0,5,211,747,2
Trance,0,2,27,179,9
Deep House,0,5141,80,121,16
Deep House,0,6900,113,98,16
Techno,0,1228,753,2,7
Deep House,0,4083,164,179,3
Progressive House,0,4,130,340,16
Trance,0,5854,489,1030,27
Trance,0,609,227,16,23
Techno,0,6008,181,339,0
Progressive House,0,10405,592,553,6
House,0,2416,88,21,12
Deep House,0,1154,13,8,2
House,0,19,129,57,30
Techno,0,1174,173,303,19
House,0,61,243,5809,4
Progressive House,0,118,1,4689,3
Techno,0,662,189,26,9
Deep House,0,436,6,2385,16
