genre,enteredCharts,twitterFollowers,artistSongs,labelSongs,daysAfterRelease
Dubstep,1,165365,48,66,10
Electro House,0,257,499,1680,20
House,0,172,16,2112,5
Trance,0,63691,502,352,25
Techno,0,301,57,115,9
Progressive House,0,1015,455,553,6
Deep House,0,382,13,305,11
Deep House,0,359,109,32,9
Electro House,0,7,242,17,6
Electro House,0,598982,226,1047,31
Deep House,0,72,102,87,8
Progressive House,0,580,61,1032,12
Deep House,0,488,18,5809,12
Deep House,0,175,102,237,16
Trance,1,64,223,22,44
Trance,0,57,18,1680,13
House,0,406,196,719,13
Trance,0,5913,224,781,16
Trance,0,173,146,52,23
Trance,0,2438,47,105,16
Techno,0,20702,9,257,9
Techno,0,19,26,81,2
House,0,185,143,17,6
House,0,48,17,35,16
House,0,115,134,109,3
Techno,0,182,103,1093,23
Progressive House,0,7,32,392,20
Techno,0,48,55,391,12
Trance,1,81651,423,53,2
House,0,1057,187,435,26
Electro House,0,291,57,435,13
House,0,615,18,179,2
Deep House,0,752,31,1032,5
Trance,0,132,21,300,16
Trance,1,527,7,46,58
Electro House,1,2350,23,5,52
House,0,872,47,187,17
Techno,0,85,30,167,9
Electro House,0,5,211,747,2
Electro House,0,1219,14,138,9
Techno,0,1410,45,2,21
Trance,0,4296,108,1108,9
Techno,0,674,49,29,2
Deep House,1,1051,265,69,30
House,0,957,43,1,32
Trance,0,2,59,781,9
House,0,52215,643,638,16
Trance,1,1248,61,47,2
Progressive House,1,73,177,22,30
House,0,11240,471,293,29
Progressive House,0,605,73,904,23
House,0,10156,11,6207,10
House,0,284,90,1107,7
House,0,357,53,250,20
Techno,0,328,192,99,13
Progressive House,0,166,20,17,6
Trance,0,2487,229,3068,16
House,0,4295,186,179,27
Trance,0,470018,401,1053,3
House,0,406,196,4,23
Deep House,0,3837,92,147,2
Deep House,0,2697,7,142,6
Trance,0,75,121,3694,9
House,1,233396,709,978,16
Deep House,0,2609,16,1413,4
House,0,35,8,17,6
Techno,0,644,152,361,16
Electro House,0,11,120,178,9
Trance,0,2091,199,52,30
House,0,108,43,3282,12
Progressive House,0,31,22,1680,13
Deep House,0,188,202,120,20
House,0,17179,516,380,34
Electro House,1,72106,46,2,44
House,0,93,70,711,7
House,0,5540,5,24,20
Electro House,0,1606,9,1319,2
House,0,377,86,376,2
Deep House,0,10843,162,4058,12
Deep House,0,127,51,638,10
House,0,3067,226,1107,7
Deep House,0,1,203,310,0
House,0,16489,322,2112,16
Techno,0,4728,28,1041,16
Deep House,0,11142,53,52,9
Techno,0,1500,7,1,33
House,0,107,84,133,14
Techno,0,3732,129,206,9
House,0,926,89,268,20
Techno,0,10269,14,89,16
Progressive House,0,34231,77,26,30
Techno,0,142,65,627,2
Deep House,0,48,30,10,2
Techno,1,1233,85,390,16
House,0,1131,358,45,13
Progressive House,0,45,10,107,16
Deep House,0,51,19,12,13
Dubstep,0,578,42,43,8
Trance,0,886,75,1017,23
Deep House,1,701,144,213,30
Trance,0,173,146,52,9
Deep House,0,154,221,180,16
House,0,1057,187,5809,18
Trance,1,156412,510,781,51
House,0,189,8,179,16
Deep House,0,2326,18,58,13
Trance,0,336,53,21,11
Techno,0,36,15,179,19
Electro House,0,87588,26,392,13
Deep House,0,97470,275,549,23
Dubstep,0,557,23,6,30
Techno,0,139,155,35,4
Deep House,0,554,29,19,3
House,0,861,249,16231,6
Techno,0,82,48,3,23
Techno,0,918,2133,1041,16
Techno,0,44,40,37,9
Deep House,0,185,131,61,13
Trance,1,46747,226,1053,37
Trance,0,15789,280,9110,20
Deep House,0,2150,68,5809,12
Electro House,0,4042,204,264,16
Deep House,1,320,245,69,16
Techno,0,7279,192,549,30
House,0,14380,74,25,23
House,1,890,91,105,2
House,0,316,22,22,24
Dubstep,1,59,9,19,9
Techno,0,4337,105,62,23
Deep House,0,926,89,268,6
Trance,0,2395,31,52,23
Techno,0,3126,115,19,5
House,0,1,12,213,6
Progressive House,0,122,24,342,23
Techno,0,21,19,51,23
Techno,0,39,66,21,9
Trance,1,413,159,137,51
Trance,0,3671,186,781,9
Techno,0,10226,23,5,23
Progressive House,0,1882,43,42,16
Techno,0,182,103,56,16
House,0,143,6,739,6
Progressive House,0,2606,35,3694,23
House,0,1,170,1032,13
Progressive House,0,131,333,179,25
Trance,0,54,5,105,9
Techno,1,3829,101,706,9
House,0,868,171,193,2
House,0,177,122,91,32
Trance,1,1316727,246,4689,58
House,0,4514,173,338,25
House,0,175,238,183,11
Progressive House,0,57,12,62,9
Techno,0,92,38,5,21
Techno,0,4337,105,167,20
Deep House,0,41,7,305,7
Electro House,0,493,54,319,2
Techno,0,380,44,79,2
Trance,0,69920,380,470,41
House,0,7998,227,1105,9
Techno,0,1232,85,390,16
House,0,1,56,53,5
Trance,0,1528,96,25,30
Deep House,0,1517,121,4058,4
Electro House,0,23369,77,248,16
House,1,10339,123,348,44
House,0,247,16,17,6
Progressive House,0,511,219,233,23
House,0,362,42,11,25
Deep House,0,1076,132,1171,9
Trance,0,4666,42,430,16
House,0,872,47,216,6
Progressive House,0,13289,42,15,6
House,0,188,202,1032,12
Electro House,0,309,208,278,23
Techno,0,288,66,36,12
House,0,1828,108,63,2
Progressive House,0,648,24,2112,2
Dubstep,0,6377,17,201,38
Deep House,0,1336,39,549,23
Deep House,0,239,274,1416,6
House,0,8753,225,1532,22
House,0,50,160,2112,16
House,1,748,3,20,34
House,0,274,95,360,2
Trance,0,12460,197,401,9
House,0,114,36,109,3
Techno,0,4374,34,96,2
Trance,0,4296,108,219,37
Deep House,0,975,30,347,30
Trance,0,870,129,351,16
Progressive House,0,2279,611,16231,18
Trance,0,3674,10,219,16
Deep House,0,461,98,53,20
Deep House,0,37,22,326,9
Techno,0,467,138,62,23
Electro House,0,168,117,392,20
House,0,1041,57,3282,5
Trance,0,262,9,350,30
Techno,0,379,13,11,1
Techno,0,7,4,4,3
Trance,1,214163,547,7,58
Trance,1,639,44,255,9
House,0,185,131,81,27
Progressive House,0,8255,48,62,16
Electro House,0,5,211,747,2
Deep House,0,755,2,32,23
House,0,957,43,1,32
Techno,0,77,3,70,20
Progressive House,0,2,32,2,14
Progressive House,0,7066,4,107,30
Techno,0,642,289,24,9
Electro House,0,543,46,120,18
House,0,1765,21,2112,5
Deep House,0,22251,5,6,16
Techno,0,409,97,36,1
Trance,0,1649,251,351,2
House,0,1559,700,812,13
Progressive House,0,279,43,153,16
Electro House,0,149,37,107,16
Techno,0,1232,85,15,30
Deep House,0,429,14,89,20
Progressive House,0,5676,698,1105,27
Electro House,0,11,151,41,14
Deep House,0,690,269,78,15
Deep House,0,21,114,81,2
Trance,1,31299,479,342,16
House,0,770,28,638,10
Deep House,0,624,474,284,9
Techno,0,12,160,390,16
Electro House,1,9948,54,19,51
House,0,7945,88,435,23
Electro House,0,5676,698,1420,19
Electro House,0,1315,11,6207,5
House,0,1818,23,16231,13
House,0,383,8,56,16
Techno,0,394,171,73,2
Progressive House,0,4666,42,2,9
Progressive House,0,2754,17,650,20
House,0,265,6,243,14
Techno,0,243,32,26,2
House,0,195,131,1032,13
Trance,0,181,195,9110,20
Techno,0,53,740,928,3
Progressive House,0,1,93,904,2
House,0,611,45,109,3
Progressive House,0,728,26,29,24
Deep House,0,43,88,355,2
House,0,369,38,627,8
House,0,1069,94,133,4
Trance,0,4980,382,28,23
Progressive House,0,756,26,650,20
Trance,1,1316727,246,4689,17
Progressive House,0,2352,72,340,16
Trance,0,558150,409,9110,20
Techno,1,4,1,225,44
Electro House,0,1820,17,17,11
Techno,0,243,79,90,9
Trance,0,336,14,364,16
Techno,0,315,109,1413,16
Deep House,0,17135,90,154,6
Progressive House,0,3,9,76,23
Progressive House,0,834942,60,4689,45
Techno,0,414,34,11,2
Techno,0,1233,100,2,30
Progressive House,0,3151,30,3694,23
Electro House,0,20136,502,747,2
Deep House,0,741,19,337,25
Progressive House,0,131,333,151,0
Electro House,0,382,21,161,27
Electro House,0,1,6,9,13
House,0,2684,99,92,9
Trance,1,155,1,401,51
Electro House,0,5499,46,435,20
Deep House,0,407,57,92,2
Trance,0,22932,313,8,23
Techno,0,3732,129,24,2
House,1,890,91,262,44
Deep House,0,755,2,25,16
Techno,0,46,59,33,13
Techno,0,4894,171,83,16
Progressive House,0,20136,502,120,18
Electro House,0,6,67,18,5
House,0,378,54,85,15
Techno,0,68,51,89,2
Trance,0,7,17,84,6
Techno,0,1424,42,131,23
Techno,0,228,204,1041,9
Trance,0,9467,329,300,23
Techno,0,62,28,250,17
Deep House,0,5,55,1214,13
Techno,0,954,7,83,9
House,0,115,134,154,30
Trance,0,2364,73,1108,23
Techno,0,2,95,361,9
Techno,0,97,47,62,16
Deep House,0,393,102,4058,6
House,0,31,125,93,20
Progressive House,0,199143,480,5809,7
House,0,590,30,310,16
Electro House,0,15614,43,120,34
House,0,428,4,5,3
House,0,106126,548,2963,29
Trance,0,848,130,219,16
Progressive House,0,480,67,170,23
Progressive House,0,309,208,147,9
Progressive House,0,3818,115,340,9
House,1,57506,33,51,10
Techno,0,33,62,57,25
House,0,168,164,40,30
Trance,1,3583,14,3694,51
Techno,0,6569,92,48,8
Deep House,0,1512,86,109,3
Techno,0,63,109,3,14
Electro House,0,9930,92,428,30
Progressive House,0,996,101,31,16
Techno,1,4812,379,65,44
Deep House,0,193,17,1416,6
Trance,0,1443,19,78,14
Progressive House,0,364,36,15,6
Trance,0,3148,426,3694,30
Techno,0,415,8,1,17
Electro House,0,946,16,10,2
Electro House,0,2774,149,435,20
Trance,0,33932,233,1017,23
Electro House,0,7,242,17,6
Trance,0,38846,513,52,9
Deep House,0,687,45,41,13
House,0,8172,52,171,35
Techno,0,5095,176,265,2
Progressive House,0,180,24,42,16
Trance,0,1265333,1381,9110,20
Trance,0,229,64,72,23
House,0,692,9,179,2
Trance,0,214162,547,1053,38
House,0,598982,226,233,13
Progressive House,1,69921,380,73,23
Trance,0,292,19,52,30
Trance,0,1,37,332,6
Electro House,0,242,53,161,27
Techno,0,6218,448,996,19
Progressive House,0,1964,333,340,30
Techno,0,166,241,76,16
House,0,795,10,65,9
Deep House,0,770,28,638,10
House,0,91852,328,5809,6
Electro House,0,218,740,3241,10
Techno,0,674,194,162,2
House,0,246896,467,120,20
Electro House,0,3025,162,183,13
Techno,0,12,14,70,6
Progressive House,0,9518,34,9110,6
Electro House,0,174341,181,392,6
Deep House,0,20,23,1032,8
House,0,2659,16,549,16
House,0,114,122,3241,10
Trance,1,21964,355,470,51
Techno,0,45869,135,194,16
House,0,1032,43,17,6
Techno,0,505,65,186,4
Electro House,0,16,9,120,18
House,0,1261,5,1030,2
Trance,0,769,153,4,30
House,0,175,238,3282,14
House,0,520,79,5809,0
Techno,0,7479,355,265,23
Electro House,0,187,3,1319,2
Deep House,0,154,221,180,17
Electro House,0,2774,149,1319,2
Dubstep,0,2846,27,44,24
Deep House,0,33,103,240,20
Deep House,0,1527,15,355,2
Progressive House,0,246896,467,120,38
Trance,1,215030,602,14,20
Trance,0,1649,251,3068,2
Progressive House,0,452,44,108,30
Dubstep,0,196,242,905,12
Deep House,0,446,41,6,14
Techno,0,6218,448,167,20
Techno,0,47,60,265,2
Progressive House,0,3818,115,340,23
Deep House,0,2609,16,1413,4
Electro House,0,1464,149,120,18
Techno,0,38,87,19,9
Trance,0,470018,401,1053,3
Deep House,0,6680,14,179,17
Progressive House,0,10,11,136,6
Trance,1,9858,343,4,37
House,0,30203,1926,1032,27
House,0,48162,546,459,9
Deep House,0,1056,16,19,23
Deep House,0,4388,10,17,2
House,0,1088,160,430,6
Deep House,0,940,231,218,30
Deep House,0,752,31,1032,8
Deep House,0,17,60,64,13
Techno,0,605,110,2206,9
Techno,0,409,20,1867,20
Electro House,0,473,33,392,13
House,0,1030,96,3282,6
Deep House,1,10703,53,115,10
Techno,0,134,2,1,30
Progressive House,0,312,12,62,9
House,0,516,6,1030,2
House,0,80,14,91,13
House,0,57505,33,51,27
Techno,0,234,89,79,2
Trance,0,22,61,1680,13
House,0,63,6,23,16
Electro House,0,15360,541,178,16
Deep House,0,77,45,525,6
Trance,0,755,97,43,16
Techno,0,338,178,390,16
Progressive House,0,362,52,1680,20
Techno,0,397,246,1041,20
Deep House,0,14959,3,937,13
Electro House,0,1779,8,1,14
House,0,1788,76,17,6
Deep House,0,157,87,292,3
Trance,0,664,185,351,16
House,0,54,37,47,9
Progressive House,1,54531,227,22,30
House,0,3718,508,5809,20
Progressive House,1,2982,662,22,9
Electro House,0,415,48,747,2
Deep House,0,284,37,91,5
Trance,0,92,13,1017,2
Deep House,0,9645,26,32,23
Electro House,0,529,47,1030,2
House,0,1020,61,1214,13
Trance,0,2395,31,52,37
Deep House,0,3057,18,4058,18
Progressive House,0,3818,115,340,30
Dubstep,0,11,220,167,4
House,0,80,202,719,13
House,0,2319,48,23,24
Progressive House,1,173022,222,71,2
Progressive House,0,6,2,57,20
House,0,3837,92,1621,16
Progressive House,0,25,18,17,17
Deep House,0,449,52,99,23
Techno,0,523,334,4,30
Deep House,0,127,33,29,24
House,0,48,17,35,16
Techno,1,630,20,114,44
Electro House,0,4,693,151,0
Deep House,0,245,237,117,2
House,0,6153,10,34,13
Deep House,0,118,857,58,20
Trance,1,197,138,255,16
House,0,4,122,17,6
Techno,0,79,2,104,23
Deep House,0,33,103,250,20
Electro House,0,11,120,178,16
Deep House,0,628,14,6,2
Trance,1,373,39,303,58
Electro House,0,7077,71,392,6
House,0,1044,2,1,12
House,0,175,102,2,18
Trance,0,7123,67,1108,2
House,0,5540,5,22,6
House,0,82521,324,6207,17
House,0,115,134,154,30
Techno,0,139,155,35,4
House,0,11924,336,1848,13
Trance,0,664,185,6207,23
Techno,0,103,15,13,13
Electro House,0,10,17,50,15
Trance,0,11584,656,3068,2
Techno,0,4244,180,162,2
Progressive House,0,25,10,2,12
Progressive House,0,19,2,135,9
Techno,0,438,33,109,4
House,0,69,491,3241,4
Progressive House,0,160,299,240,17
Deep House,0,26,22,41,13
Electro House,0,64,58,319,2
Deep House,0,6436,14,29,24
Progressive House,0,5675,13,16231,13
Trance,0,30883,273,1249,23
Trance,0,1247,61,219,30
Electro House,0,188,124,747,6
Progressive House,0,257,499,1680,20
Electro House,0,873,12,1319,2
Trance,0,1580,47,5,23
Progressive House,0,4692,67,16231,0
Techno,0,1001,449,85,2
House,0,670,91,58,2
Progressive House,0,497,30,51,13
House,0,404,6,23,24
Trance,1,44504,297,470,65
Deep House,0,169,27,6,23
House,0,5,362,855,13
Deep House,0,124,71,14,4
Progressive House,0,246896,467,553,6
Deep House,0,8319,113,13,23
House,0,378,54,719,9
Techno,0,31534,84,159,16
House,0,17179,516,380,34
House,0,669,31,1032,11
Techno,0,599,42,100,16
Progressive House,0,19,19,1030,2
Techno,0,396,19,17,13
House,0,25,60,876,10
Progressive House,0,34231,77,26,30
Progressive House,0,942544,32,129,30
House,0,4546,412,992,1
Deep House,0,6997,45,638,10
House,0,30203,1926,16231,4
Progressive House,0,1697,171,216,30
Techno,0,109,45,996,19
Trance,0,6177,224,1108,23
Techno,0,1153,39,10,33
House,0,7036,56,24,30
Progressive House,0,694,197,1249,9
House,0,1460,925,5809,20
House,0,1343,100,549,16
Electro House,0,173,3,13,9
House,0,30021,10,3241,8
House,0,962,51,11,14
House,0,1036,106,3241,5
Deep House,0,851,45,39,6
House,0,25,34,3241,4
Techno,0,40198,32,2,9
House,0,10,74,33,17
Techno,0,20902,320,121,9
Progressive House,0,96,61,91,17
House,0,46797,1626,1446,16
Techno,0,169,27,6,23
Techno,0,4280,190,706,16
Trance,0,2643,33,105,16
House,0,2006,357,571,6
Progressive House,0,11584,656,3068,2
Trance,0,2609,96,1108,2
Deep House,0,2426,105,650,27
Techno,0,26,42,525,4
Electro House,1,2813,12,43,34
Techno,0,57,6,9,16
Deep House,0,600,295,1105,20
Deep House,0,480,41,156,17
Electro House,0,543,46,1319,2
Deep House,0,983,344,6,16
Trance,0,998,116,635,16
Techno,0,1094,676,66,9
Electro House,0,46,432,69,6
Techno,0,466,50,317,11
Deep House,0,1166,172,8,31
Progressive House,0,1649,251,1680,27
House,0,93,9,17,6
House,0,181,182,2112,5
Deep House,0,14779,2,305,4
House,0,1,226,1105,6
House,0,50,160,16231,5
House,0,3433,224,224,30
Electro House,0,4179,26,747,2
House,0,168,164,64,23
Techno,1,7670,51,130,30
Progressive House,0,87131,105,1420,19
Deep House,0,294,45,6,15
Trance,0,14713,27,7,34
House,0,3718,508,1420,12
House,0,512,11,376,16
House,0,68853,671,5809,20
House,0,218,93,16231,5
Deep House,0,821,599,223,13
House,0,2684,99,92,9
House,0,201,25,19,16
House,0,7816,19,89,9
Electro House,0,226,69,5809,13
Trance,0,67853,418,3694,2
Electro House,0,7419,16,1319,2
House,0,665,104,2572,16
Trance,1,194,7,51,58
Deep House,0,91,18,117,14
Progressive House,1,69921,380,9110,55
House,0,1090,72,17,6
Techno,0,765,280,208,16
House,0,6,49,1032,7
House,0,414,155,1071,20
Deep House,0,2756,73,86,16
Progressive House,0,2352,72,340,30
House,0,414,3,3,31
Trance,0,25140,231,3694,9
Techno,1,159,46,162,44
House,0,211,283,338,25
Electro House,0,1,6,571,6
House,0,4,78,237,5
House,0,2416,88,2112,5
Deep House,0,755,2,25,16
Trance,1,16408,463,58,58
Trance,1,260,14,24,51
Progressive House,0,853,15,3,3
Techno,0,135,61,141,2
House,0,1022,220,1848,13
Deep House,1,8171,345,638,16
House,0,439,38,1107,7
Progressive House,0,42,66,93,23
House,0,284,10,183,13
House,0,30021,10,3241,8
Electro House,1,3,9,380,30
Electro House,0,257,499,1680,20
Techno,0,304,7,1308,3
House,0,3718,508,1105,6
House,0,1,12,213,6
Deep House,0,39,24,237,25
Progressive House,0,4401,69,435,6
Progressive House,0,698,3,71,9
Trance,0,5543,192,351,2
Techno,0,1090,72,254,23
Techno,1,4812,379,8,23
Dubstep,0,451,3,6207,2
Trance,0,4980,382,1017,9
Deep House,0,3433,224,4058,6
Progressive House,0,567,8,26,9
Deep House,0,1897,269,1071,13
Deep House,0,631,59,44,24
House,0,16,22,23,24
Deep House,0,1149,164,40,19
Techno,0,721,63,83,16
Progressive House,0,233395,709,15,41
Trance,0,152,38,90,30
Trance,1,215030,602,14,2
Progressive House,0,7573,248,42,16
Progressive House,1,23601,139,3694,44
Techno,0,333,60,950,19
Trance,0,2281,404,52,23
Deep House,0,19,258,9,2
Deep House,0,19,6,109,9
Deep House,0,813,817,1105,20
Deep House,0,2527,29,278,8
Progressive House,0,257,499,1680,13
Progressive House,0,69857,264,300,20
Techno,0,338,22,24,16
Techno,1,6344,162,223,58
Deep House,0,858,397,285,9
Progressive House,0,918,2133,553,6
Techno,0,22151,170,15,9
House,0,426,116,16231,12
Trance,0,15789,280,52,37
Trance,0,92,139,1680,13
Techno,0,8,17,2206,9
Deep House,0,84,21,24,16
Techno,0,62,33,91,13
House,1,7058,58,71,51
Trance,0,734,61,364,16
Techno,0,72,17,16,11
House,0,13,790,34,24
Trance,0,6225,91,3694,23
Deep House,0,654,447,376,10
Techno,0,2364,33,308,13
Progressive House,0,431,91,1030,2
Trance,0,6240,229,3068,16
Trance,0,1920,31,3694,23
Electro House,1,5,64,560,45
Techno,0,397,125,1413,16
Techno,0,9,17,335,9
Progressive House,0,1107,17,75,30
Progressive House,0,2383,20,16231,3
House,0,4317,562,5809,18
House,0,4083,164,24,33
Deep House,0,84,142,224,10
Techno,0,152,251,1041,13
Techno,0,26,123,86,20
House,0,5540,5,11,12
House,0,50,160,91,13
Progressive House,0,110,4,1030,2
Trance,0,4958,11,3694,9
Techno,0,420,181,39,2
Techno,0,116,210,303,9
Progressive House,0,233395,709,15,6
Deep House,0,220,68,178,9
House,0,30203,1926,1848,13
House,0,21,25,336,2
Deep House,1,772,381,99,23
Trance,0,12974,130,3694,9
House,0,140,65,739,20
Electro House,0,23790,150,392,13
Deep House,0,1351,13,179,3
Trance,0,14,293,6,15
Progressive House,0,43022,147,2963,12
Techno,0,106,120,19,26
Trance,1,62639,472,78,58
Trance,0,64,2,78,14
House,0,2207,23,1032,28
House,0,50,160,3241,10
Trance,0,262,272,1249,9
Techno,0,2403,167,1041,20
Techno,0,115,75,20,2
Trance,0,5,1,24,16
House,0,379,33,1032,11
Deep House,0,17517,63,17,9
Electro House,0,2,18,96,9
Progressive House,0,489,72,216,9
Trance,0,848,130,1108,9
House,0,577,54,57,32
Progressive House,0,47,55,93,23
Electro House,0,9,94,295,15
Techno,0,243,69,29,5
Techno,0,1010,174,85,16
House,0,303,80,51,24
House,1,109936,249,9,37
Deep House,0,1162,103,516,20
Techno,0,629,20,622,16
Progressive House,0,26931,37,107,2
House,0,131,333,179,25
Deep House,0,1712,220,15,16
Techno,0,420,181,20,30
Electro House,0,64,58,319,2
Trance,0,341,116,1680,13
Techno,0,23874,15,156,15
Trance,1,38847,513,25,16
House,0,98,272,1420,12
Dubstep,0,262,272,1249,37
House,0,141,89,1071,20
Deep House,0,1559,700,16231,6
Progressive House,0,4666,42,357,3
House,0,1928,35,17,6
Techno,0,510,303,549,2
Deep House,0,6304,75,355,2
Deep House,0,37,4,293,8
Progressive House,0,2754,17,650,31
Progressive House,0,21,98,19,16
Techno,0,233,257,1867,6
House,0,1533,121,95,17
Techno,0,809,128,53,9
Dubstep,1,2763,9,76,16
Trance,0,262,9,350,30
House,0,4,79,1108,16
House,0,502,298,5809,6
Trance,0,944,100,58,9
Deep House,0,170,82,4,3
House,0,589,167,627,23
Techno,0,26,123,86,20
Deep House,0,579,35,27,16
Techno,0,62638,472,3694,30
Trance,0,4337,105,3694,9
Electro House,0,493,54,319,2
Deep House,0,9,81,154,14
Deep House,0,318,22,1444,26
House,0,1388,166,2963,17
Techno,1,8190,45,6,37
House,0,3774,300,3241,4
House,0,467,244,3241,10
House,0,406,196,151,0
Trance,1,788,15,224,16
House,0,379,33,1032,12
Techno,0,111,5,64,16
Techno,0,113808,111,49,3
Trance,0,4152,114,219,16
House,0,50,160,5809,20
Progressive House,0,784,40,1680,20
Electro House,1,72106,46,2,30
Electro House,0,96,27,1425,13
Electro House,0,108,43,278,9
Deep House,0,983,344,235,19
House,0,154,221,180,6
Progressive House,0,7,178,151,0
Electro House,0,671,76,278,19
Progressive House,0,64,642,2112,2
Progressive House,0,8297,90,2572,16
House,0,3067,226,1037,22
Techno,0,106784,103,88,12
House,0,220,85,177,13
Trance,0,31,58,52,30
Trance,0,1185,120,52,30
Electro House,1,6529,155,41,44
Electro House,0,85,24,747,2
Techno,0,54,31,65,2
Trance,0,208,17,422,2
Techno,0,75,50,5,4
Trance,1,1677,2,1053,37
House,0,1471,233,20,23
Electro House,0,296617,158,392,6
House,0,48162,546,459,9
Techno,0,8,17,198,4
Techno,0,6553,28,5,9
Electro House,0,4682,199,1214,6
Deep House,0,940,231,218,9
Progressive House,0,42,49,191,9
Electro House,0,471,97,560,17
Trance,0,134,25,25,2
Trance,0,1057,239,1249,9
Deep House,0,3566,93,89,11
Deep House,0,6469,107,1444,25
House,0,77484,456,5809,6
House,0,3750,43,2112,16
Progressive House,0,16,206,1413,3
Techno,1,32541,175,45,2
House,0,34,101,6,11
Progressive House,0,2,74,340,30
Progressive House,0,64,642,2963,17
Progressive House,0,3151,30,3694,23
Electro House,0,1671,40,392,20
Progressive House,0,1783,173,14,2
Deep House,0,1304,541,216,13
Progressive House,1,138828,5,4689,20
Deep House,0,1536,9,996,5
Electro House,0,6,67,18,5
Techno,0,629,20,20,2
Deep House,1,450,52,99,23
House,0,101,26,9,16
House,0,449,117,17,6
Trance,0,22932,313,351,16
House,0,4083,164,24,33
Techno,0,397,125,435,5
Techno,0,1,93,5,16
House,0,64,115,3241,5
Progressive House,0,395,63,155,23
Deep House,0,2069,3,5,9
Progressive House,0,768,30,340,9
House,0,147,26,34,24
House,0,6144,11,1,38
Progressive House,0,309,208,147,9
Techno,0,2333,16,10,16
House,0,61,243,1105,9
Electro House,0,7070,10,9,34
Deep House,0,28,14,24,16
Electro House,1,14,5,51,9
Deep House,0,173,43,225,23
House,0,30203,1926,1071,10
Dubstep,1,1251,23,1319,16
House,0,107,84,435,19
House,0,17,60,64,13
Dubstep,1,228,12,66,10
Techno,0,622,96,48,22
Trance,0,28395,575,52,23
Electro House,0,4,693,14,12
Techno,0,243,79,90,9
Trance,0,2487,229,52,9
Electro House,1,1023120,230,19,23
House,0,1857,12,4689,31
Progressive House,0,154,3,149,2
Trance,1,1374,151,25,16
Progressive House,0,3151,30,3694,23
House,0,204,180,89,19
House,1,684,46,1573,37
Trance,0,318,111,52,23
Trance,0,2364,73,219,30
Deep House,0,39903,69,208,6
Deep House,0,269,13,549,16
Techno,0,383,18,564,13
Progressive House,0,1,56,22,12
Progressive House,0,755,1,3068,16
Progressive House,0,23125,10,243,14
House,0,1388,166,16231,5
Deep House,0,4652,100,650,30
Trance,0,638,44,1108,2
Electro House,0,15853,12,50,15
Dubstep,0,42,57,905,12
Trance,0,33932,233,80,30
Progressive House,0,18,17,3694,13
Progressive House,0,5676,698,16231,0
Electro House,0,201,35,3241,3
Techno,0,24,24,83,9
Techno,0,57,6,9,16
Techno,0,7091,14,121,9
House,0,321,6,17,6
House,0,4417,10,210,13
Techno,0,1398,16,43,23
Dubstep,0,557,23,6,16
Dubstep,1,2564,34,42,10
Trance,0,108,300,3694,9
Progressive House,0,5281,37,904,2
Techno,0,420,181,39,16
Techno,0,5330,278,89,16
Electro House,0,67,57,7,11
House,0,50,160,1071,10
Progressive House,0,42,37,747,6
Trance,0,2091,199,3694,2
House,0,94,40,163,6
Techno,0,89,38,143,23
Deep House,0,926,89,240,27
Techno,0,388,67,4,23
Deep House,1,41,38,105,44
Deep House,0,34,106,355,2
Electro House,0,2383,20,1319,2
House,0,624,16,319,12
Trance,0,24265,450,75,16
Techno,0,75,50,5,9
House,0,211,283,293,12
House,0,6,41,1214,13
Techno,0,11874,501,1041,6
House,0,181,182,1532,22
Progressive House,0,9623,13,300,20
Progressive House,0,311,68,150,4
Electro House,0,7240,57,435,13
Techno,1,834943,60,4689,62
Progressive House,0,6509,432,394,27
Techno,0,1,3,118,23
Trance,1,106,10,32,51
Progressive House,1,875,13,38,37
Deep House,0,33,103,249,3
Techno,0,96,196,20,2
House,0,63,6,15,14
Techno,0,456,250,1308,3
Techno,0,628,84,361,9
Progressive House,0,52215,643,638,16
Techno,0,52215,643,638,16
Techno,0,21,19,51,23
Trance,0,480,209,219,30
Techno,0,2727,5,17,19
Trance,0,27,18,219,23
Electro House,0,2704,50,392,6
House,0,33,103,216,3
Progressive House,0,608,83,2963,12
House,0,7,12,91,13
Trance,0,908,117,1680,13
Electro House,0,15360,541,178,25
Techno,0,26,123,250,17
House,0,5718,194,380,20
Trance,0,21127,268,6207,23
Electro House,0,188,124,747,6
House,0,46797,1626,66,13
Electro House,0,212,18,278,21
House,0,67,57,7,14
House,0,185,143,17,6
House,0,189,124,467,10
Trance,0,22932,313,3068,2
Progressive House,0,1014,22,5,16
Progressive House,0,497,10,21,13
Progressive House,0,17,102,58,4
Trance,0,24298,396,52,30
Techno,0,21,19,51,23
House,0,354,46,3241,2
Techno,0,71,119,61,17
Deep House,0,624,474,183,9
House,0,82,127,1032,29
Deep House,0,284,37,393,23
Deep House,0,78,17,17,6
House,0,115,134,3282,20
Deep House,0,735,12,104,9
Trance,0,67853,418,781,16
Techno,0,775,132,114,30
Progressive House,0,385,39,24,20
Electro House,0,1559,12,107,16
Deep House,0,189,27,96,2
House,0,5990,24,39,10
House,0,1022,220,16231,11
Deep House,0,669,72,638,10
House,0,241267,163,549,37
Deep House,0,1050,265,1621,9
House,0,354,46,167,13
Deep House,1,146,44,650,30
Progressive House,1,9673,23,71,9
Techno,1,97471,275,268,16
House,0,5990,24,233,13
